"","firstTimeStamp","timeStamp","hits","bundleID","domain","domainOwner","domainType","domainClassification","initiatedType"
"171","2025-02-04T10:13:26.628+01:00","2025-02-06T13:30:33.036+01:00",2,"swiss.ricardo.iphone","fonts.gstatic.com","",2,1,"AppInitiated"
"172","2025-02-04T10:13:24.974+01:00","2025-02-04T10:13:24.974+01:00",1,"swiss.ricardo.iphone","proxy.safebrowsing.apple","",2,1,"NonAppInitiated"
"173","2025-02-04T10:13:27.745+01:00","2025-02-06T13:30:34.188+01:00",2,"swiss.ricardo.iphone","tr.snapchat.com","Snap Inc.",1,1,"AppInitiated"
"174","2025-02-04T10:13:24.685+01:00","2025-02-06T13:30:32.144+01:00",2,"swiss.ricardo.iphone","www.ricardo.ch","",2,1,"AppInitiated"
"175","2025-02-04T10:13:20.965+01:00","2025-02-08T14:28:03.122+01:00",3,"swiss.ricardo.iphone","firebase-settings.crashlytics.com","Google LLC",1,1,"AppInitiated"
"176","2025-02-04T10:13:27.172+01:00","2025-02-04T10:13:27.172+01:00",1,"swiss.ricardo.iphone","static.zdassets.com","",2,1,"AppInitiated"
"177","2025-02-04T10:13:27.755+01:00","2025-02-06T13:30:34.233+01:00",2,"swiss.ricardo.iphone","ib.adnxs.com","Microsoft Corporation",1,1,"AppInitiated"
"178","2025-02-04T10:13:27.416+01:00","2025-02-06T13:30:33.865+01:00",2,"swiss.ricardo.iphone","p.teads.tv","",2,1,"AppInitiated"
"179","2025-02-04T10:13:27.405+01:00","2025-02-06T13:30:33.836+01:00",2,"swiss.ricardo.iphone","cdn.scarabresearch.com","",2,1,"AppInitiated"
"180","2025-02-04T10:13:28.357+01:00","2025-02-04T10:13:28.357+01:00",1,"swiss.ricardo.iphone","cm.creativecdn.com","",2,1,"AppInitiated"
"181","2025-02-04T10:13:46.423+01:00","2025-02-04T10:13:46.423+01:00",1,"swiss.ricardo.iphone","fonts.googleapis.com","",2,1,"AppInitiated"
"182","2025-02-04T10:13:46.826+01:00","2025-02-04T10:13:46.826+01:00",1,"swiss.ricardo.iphone","sentry.io","",2,1,"AppInitiated"
"183","2025-02-04T10:13:28.352+01:00","2025-02-06T13:30:34.719+01:00",2,"swiss.ricardo.iphone","tr6.snapchat.com","Snap Inc.",1,1,"AppInitiated"
